Country,Date,Confirmed,Deaths,Recovered
Albania,2020-03-10,10,0,0
Albania,2020-03-09,2,0,0
Albania,2020-03-08,0,0,0
Albania,2020-03-07,0,0,0
Albania,2020-03-06,0,0,0
Albania,2020-03-05,0,0,0
Albania,2020-03-04,0,0,0
Albania,2020-03-03,0,0,0
Albania,2020-03-02,0,0,0
Albania,2020-03-01,0,0,0
Albania,2020-02-29,0,0,0
Albania,2020-02-28,0,0,0
Albania,2020-02-27,0,0,0
Albania,2020-02-26,0,0,0
Albania,2020-02-25,0,0,0
Albania,2020-02-24,0,0,0
Albania,2020-02-23,0,0,0
Albania,2020-02-22,0,0,0
Albania,2020-02-21,0,0,0
Albania,2020-02-20,0,0,0
Albania,2020-02-19,0,0,0
Albania,2020-02-18,0,0,0
Albania,2020-02-17,0,0,0
Albania,2020-02-16,0,0,0
Albania,2020-02-15,0,0,0
Albania,2020-02-14,0,0,0
Albania,2020-02-13,0,0,0
Albania,2020-02-12,0,0,0
Albania,2020-02-11,0,0,0
Albania,2020-02-10,0,0,0
Albania,2020-02-09,0,0,0
Albania,2020-02-08,0,0,0
Albania,2020-02-07,0,0,0
Albania,2020-02-06,0,0,0
Albania,2020-02-05,0,0,0
Albania,2020-02-04,0,0,0
Albania,2020-02-03,0,0,0
Albania,2020-02-02,0,0,0
Albania,2020-02-01,0,0,0
Albania,2020-01-31,0,0,0
Albania,2020-01-30,0,0,0
Albania,2020-01-29,0,0,0
Albania,2020-01-28,0,0,0
Albania,2020-01-27,0,0,0
Albania,2020-01-26,0,0,0
Albania,2020-01-25,0,0,0
Albania,2020-01-24,0,0,0
Albania,2020-01-23,0,0,0
Albania,2020-01-22,0,0,0
Algeria,2020-03-23,201,17,65
Algeria,2020-03-22,201,17,65
Algeria,2020-03-21,139,15,32
Algeria,2020-03-20,90,11,32
Algeria,2020-03-19,87,9,32
Algeria,2020-03-18,74,7,12
Algeria,2020-03-17,60,4,12
Algeria,2020-03-16,54,4,12
Algeria,2020-03-15,48,4,12
Algeria,2020-03-14,37,3,12
Algeria,2020-03-13,26,2,8
Algeria,2020-03-12,24,1,8
Algeria,2020-03-11,20,0,0
Algeria,2020-03-10,20,0,0
Algeria,2020-03-09,20,0,0
Algeria,2020-03-08,19,0,0
Algeria,2020-03-07,17,0,0
Algeria,2020-03-06,17,0,0
Algeria,2020-03-05,12,0,0
Algeria,2020-03-04,12,0,0
Algeria,2020-03-03,5,0,0
Algeria,2020-03-02,3,0,0
Algeria,2020-03-01,1,0,0
Algeria,2020-02-29,1,0,0
Algeria,2020-02-28,1,0,0
Algeria,2020-02-27,1,0,0
Algeria,2020-02-26,1,0,0
Algeria,2020-02-25,1,0,0
Algeria,2020-02-24,0,0,0
Algeria,2020-02-23,0,0,0
Algeria,2020-02-22,0,0,0
Algeria,2020-02-21,0,0,0
Algeria,2020-02-20,0,0,0
Algeria,2020-02-19,0,0,0
Algeria,2020-02-18,0,0,0
Algeria,2020-02-17,0,0,0
Algeria,2020-02-16,0,0,0
Algeria,2020-02-15,0,0,0
Algeria,2020-02-14,0,0,0
Algeria,2020-02-13,0,0,0
Algeria,2020-02-12,0,0,0
Algeria,2020-02-11,0,0,0
Algeria,2020-02-10,0,0,0
Algeria,2020-02-09,0,0,0
Algeria,2020-02-08,0,0,0
Algeria,2020-02-07,0,0,0
Algeria,2020-02-06,0,0,0
Algeria,2020-02-05,0,0,0
Algeria,2020-02-04,0,0,0
Algeria,2020-02-03,0,0,0
Algeria,2020-02-02,0,0,0
Algeria,2020-02-01,0,0,0
Algeria,2020-01-31,0,0,0
Algeria,2020-01-30,0,0,0
Algeria,2020-01-29,0,0,0
Algeria,2020-01-28,0,0,0
Algeria,2020-01-27,0,0,0
Algeria,2020-01-26,0,0,0
Algeria,2020-01-25,0,0,0
Algeria,2020-01-24,0,0,0
Algeria,2020-01-23,0,0,0
Algeria,2020-01-22,0,0,0
Andorra,2020-03-23,113,1,1
Andorra,2020-03-22,113,1,1
Andorra,2020-03-21,88,0,1
Andorra,2020-03-20,75,0,1
Andorra,2020-03-19,53,0,1
Andorra,2020-03-18,39,0,1
Andorra,2020-03-17,39,0,1
Andorra,2020-03-16,2,0,1
Andorra,2020-03-15,1,0,1
Andorra,2020-03-14,1,0,1
Andorra,2020-03-13,1,0,0
Andorra,2020-03-12,1,0,1
Andorra,2020-03-11,1,0,0
Andorra,2020-03-10,1,0,0
Andorra,2020-03-09,1,0,0
Andorra,2020-03-08,1,0,0
Andorra,2020-03-07,1,0,0
Andorra,2020-03-06,1,0,0
Andorra,2020-03-05,1,0,0
Andorra,2020-03-04,1,0,0
Andorra,2020-03-03,1,0,0
Andorra,2020-03-02,1,0,0
Andorra,2020-03-01,0,0,0
Andorra,2020-02-29,0,0,0
Andorra,2020-02-28,0,0,0
Andorra,2020-02-27,0,0,0
Andorra,2020-02-26,0,0,0
Andorra,2020-02-25,0,0,0
Andorra,2020-02-24,0,0,0
Andorra,2020-02-23,0,0,0
Andorra,2020-02-22,0,0,0
Andorra,2020-02-21,0,0,0
Andorra,2020-02-20,0,0,0
Andorra,2020-02-19,0,0,0
Andorra,2020-02-18,0,0,0
Andorra,2020-02-17,0,0,0
Andorra,2020-02-16,0,0,0
Andorra,2020-02-15,0,0,0
Andorra,2020-02-14,0,0,0
Andorra,2020-02-13,0,0,0
Andorra,2020-02-12,0,0,0
Andorra,2020-02-11,0,0,0
Andorra,2020-02-10,0,0,0
Andorra,2020-02-09,0,0,0
Andorra,2020-02-08,0,0,0
Andorra,2020-02-07,0,0,0
Andorra,2020-02-06,0,0,0
Andorra,2020-02-05,0,0,0
Andorra,2020-02-04,0,0,0
Andorra,2020-02-03,0,0,0
Andorra,2020-02-02,0,0,0
Andorra,2020-02-01,0,0,0
Andorra,2020-01-31,0,0,0
Andorra,2020-01-30,0,0,0
Andorra,2020-01-29,0,0,0
Andorra,2020-01-28,0,0,0
Andorra,2020-01-27,0,0,0
Andorra,2020-01-26,0,0,0
Andorra,2020-01-25,0,0,0
Andorra,2020-01-24,0,0,0
Andorra,2020-01-23,0,0,0
Andorra,2020-01-22,0,0,0
Angola,2020-03-23,2,0,0
Angola,2020-03-22,2,0,0
Angola,2020-03-21,2,0,0
Angola,2020-03-20,1,0,0
Angola,2020-03-19,0,0,0
Angola,2020-03-18,0,0,0
Angola,2020-03-17,0,0,0
Angola,2020-03-16,0,0,0
Angola,2020-03-15,0,0,0
Angola,2020-03-14,0,0,0
Angola,2020-03-13,0,0,0
Angola,2020-03-12,0,0,0
Angola,2020-03-11,0,0,0
Angola,2020-03-10,0,0,0
Angola,2020-03-09,0,0,0
Angola,2020-03-08,0,0,0
Angola,2020-03-07,0,0,0
Angola,2020-03-06,0,0,0
Angola,2020-03-05,0,0,0
Angola,2020-03-04,0,0,0
Angola,2020-03-03,0,0,0
Angola,2020-03-02,0,0,0
Angola,2020-03-01,0,0,0
Angola,2020-02-29,0,0,0
Angola,2020-02-28,0,0,0
Angola,2020-02-27,0,0,0
Angola,2020-02-26,0,0,0
Angola,2020-02-25,0,0,0
Angola,2020-02-24,0,0,0
Angola,2020-02-23,0,0,0
Angola,2020-02-22,0,0,0
Angola,2020-02-21,0,0,0
Angola,2020-02-20,0,0,0
Angola,2020-02-19,0,0,0
Angola,2020-02-18,0,0,0
Angola,2020-02-17,0,0,0
Angola,2020-02-16,0,0,0
Angola,2020-02-15,0,0,0
Angola,2020-02-14,0,0,0
Angola,2020-02-13,0,0,0
Angola,2020-02-12,0,0,0
Angola,2020-02-11,0,0,0
Angola,2020-02-10,0,0,0
Angola,2020-02-09,0,0,0
Angola,2020-02-08,0,0,0
Angola,2020-02-07,0,0,0
Angola,2020-02-06,0,0,0
Angola,2020-02-05,0,0,0
Angola,2020-02-04,0,0,0
Angola,2020-02-03,0,0,0
Angola,2020-02-02,0,0,0
Angola,2020-02-01,0,0,0
Angola,2020-01-31,0,0,0
Angola,2020-01-30,0,0,0
Angola,2020-01-29,0,0,0
Angola,2020-01-28,0,0,0
Angola,2020-01-27,0,0,0
Angola,2020-01-26,0,0,0
Angola,2020-01-25,0,0,0
Angola,2020-01-24,0,0,0
Angola,2020-01-23,0,0,0
Angola,2020-01-22,0,0,0
Antigua and Barbuda,2020-03-23,1,0,0
Antigua and Barbuda,2020-03-22,1,0,0
Antigua and Barbuda,2020-03-21,1,0,0
Antigua and Barbuda,2020-03-20,1,0,0
Antigua and Barbuda,2020-03-19,1,0,0
Antigua and Barbuda,2020-03-18,1,0,0
Antigua and Barbuda,2020-03-17,1,0,0
Antigua and Barbuda,2020-03-16,1,0,0
Antigua and Barbuda,2020-03-15,1,0,0
Antigua and Barbuda,2020-03-14,1,0,0
Antigua and Barbuda,2020-03-13,1,0,0
Antigua and Barbuda,2020-03-12,0,0,0
Antigua and Barbuda,2020-03-11,0,0,0
Antigua and Barbuda,2020-03-10,0,0,0
Antigua and Barbuda,2020-03-09,0,0,0
Antigua and Barbuda,2020-03-08,0,0,0
Antigua and Barbuda,2020-03-07,0,0,0
Antigua and Barbuda,2020-03-06,0,0,0
Antigua and Barbuda,2020-03-05,0,0,0
Antigua and Barbuda,2020-03-04,0,0,0
Antigua and Barbuda,2020-03-03,0,0,0
Antigua and Barbuda,2020-03-02,0,0,0
Antigua and Barbuda,2020-03-01,0,0,0
Antigua and Barbuda,2020-02-29,0,0,0
Antigua and Barbuda,2020-02-28,0,0,0
Antigua and Barbuda,2020-02-27,0,0,0
Antigua and Barbuda,2020-02-26,0,0,0
Antigua and Barbuda,2020-02-25,0,0,0
Antigua and Barbuda,2020-02-24,0,0,0
Antigua and Barbuda,2020-02-23,0,0,0
Antigua and Barbuda,2020-02-22,0,0,0
Antigua and Barbuda,2020-02-21,0,0,0
Antigua and Barbuda,2020-02-20,0,0,0
Antigua and Barbuda,2020-02-19,0,0,0
Antigua and Barbuda,2020-02-18,0,0,0
Antigua and Barbuda,2020-02-17,0,0,0
Antigua and Barbuda,2020-02-16,0,0,0
Antigua and Barbuda,2020-02-15,0,0,0
Antigua and Barbuda,2020-02-14,0,0,0
Antigua and Barbuda,2020-02-13,0,0,0
Antigua and Barbuda,2020-02-12,0,0,0
Antigua and Barbuda,2020-02-11,0,0,0
Antigua and Barbuda,2020-02-10,0,0,0
Antigua and Barbuda,2020-02-09,0,0,0
Antigua and Barbuda,2020-02-08,0,0,0
Antigua and Barbuda,2020-02-07,0,0,0
Antigua and Barbuda,2020-02-06,0,0,0
Antigua and Barbuda,2020-02-05,0,0,0
Antigua and Barbuda,2020-02-04,0,0,0
Antigua and Barbuda,2020-02-03,0,0,0
Antigua and Barbuda,2020-02-02,0,0,0
Antigua and Barbuda,2020-02-01,0,0,0
Antigua and Barbuda,2020-01-31,0,0,0
Antigua and Barbuda,2020-01-30,0,0,0
Antigua and Barbuda,2020-01-29,0,0,0
Antigua and Barbuda,2020-01-28,0,0,0
Antigua and Barbuda,2020-01-27,0,0,0
Antigua and Barbuda,2020-01-26,0,0,0
Antigua and Barbuda,2020-01-25,0,0,0
Antigua and Barbuda,2020-01-24,0,0,0
Antigua and Barbuda,2020-01-23,0,0,0
Antigua and Barbuda,2020-01-22,0,0,0
Argentina,2020-03-23,225,4,3
Argentina,2020-03-22,225,4,3
Argentina,2020-03-21,158,4,3
Argentina,2020-03-20,128,3,3
Argentina,2020-03-19,97,3,3
Argentina,2020-03-18,79,2,3
Argentina,2020-03-17,68,2,3
Argentina,2020-03-16,56,2,1
Argentina,2020-03-15,45,2,1
Argentina,2020-03-14,34,2,1
Argentina,2020-03-13,31,2,0
Argentina,2020-03-12,19,1,0
Argentina,2020-03-11,19,1,0
Argentina,2020-03-10,17,1,0
Argentina,2020-03-09,12,1,0
Argentina,2020-03-08,12,1,0
Argentina,2020-03-07,8,0,0
Argentina,2020-03-06,2,0,0
Argentina,2020-03-05,1,0,0
Argentina,2020-03-04,1,0,0
Argentina,2020-03-03,1,0,0
Argentina,2020-03-02,0,0,0
Argentina,2020-03-01,0,0,0
Argentina,2020-02-29,0,0,0
Argentina,2020-02-28,0,0,0
Argentina,2020-02-27,0,0,0
Argentina,2020-02-26,0,0,0
Argentina,2020-02-25,0,0,0
Argentina,2020-02-24,0,0,0
Argentina,2020-02-23,0,0,0
Argentina,2020-02-22,0,0,0
Argentina,2020-02-21,0,0,0
Argentina,2020-02-20,0,0,0
Argentina,2020-02-19,0,0,0
Argentina,2020-02-18,0,0,0
Argentina,2020-02-17,0,0,0
Argentina,2020-02-16,0,0,0
Argentina,2020-02-15,0,0,0
Argentina,2020-02-14,0,0,0
Argentina,2020-02-13,0,0,0
Argentina,2020-02-12,0,0,0
Argentina,2020-02-11,0,0,0
Argentina,2020-02-10,0,0,0
Argentina,2020-02-09,0,0,0
Argentina,2020-02-08,0,0,0
Argentina,2020-02-07,0,0,0
Argentina,2020-02-06,0,0,0
Argentina,2020-02-05,0,0,0
Argentina,2020-02-04,0,0,0
Argentina,2020-02-03,0,0,0
Argentina,2020-02-02,0,0,0
Argentina,2020-02-01,0,0,0
Argentina,2020-01-31,0,0,0
Argentina,2020-01-30,0,0,0
Argentina,2020-01-29,0,0,0
Argentina,2020-01-28,0,0,0
Argentina,2020-01-27,0,0,0
Argentina,2020-01-26,0,0,0
Argentina,2020-01-25,0,0,0
Argentina,2020-01-24,0,0,0
Argentina,2020-01-23,0,0,0
Argentina,2020-01-22,0,0,0
Armenia,2020-03-23,194,0,2
Armenia,2020-03-22,194,0,2
Armenia,2020-03-21,160,0,1
Armenia,2020-03-20,136,0,1
Armenia,2020-03-19,115,0,1
Armenia,2020-03-18,84,0,1
Armenia,2020-03-17,78,0,1
Armenia,2020-03-16,52,0,0
Armenia,2020-03-15,26,0,0
Armenia,2020-03-14,18,0,0
Armenia,2020-03-13,8,0,0
Armenia,2020-03-12,4,0,0
Armenia,2020-03-11,1,0,0
Armenia,2020-03-10,1,0,0
Armenia,2020-03-09,1,0,0
Armenia,2020-03-08,1,0,0
Armenia,2020-03-07,1,0,0
Armenia,2020-03-06,1,0,0
Armenia,2020-03-05,1,0,0
Armenia,2020-03-04,1,0,0
Armenia,2020-03-03,1,0,0
Armenia,2020-03-02,1,0,0
Armenia,2020-03-01,1,0,0
Armenia,2020-02-29,0,0,0
Armenia,2020-02-28,0,0,0
Armenia,2020-02-27,0,0,0
Armenia,2020-02-26,0,0,0
Armenia,2020-02-25,0,0,0
Armenia,2020-02-24,0,0,0
Armenia,2020-02-23,0,0,0
Armenia,2020-02-22,0,0,0
Armenia,2020-02-21,0,0,0
Armenia,2020-02-20,0,0,0
Armenia,2020-02-19,0,0,0
Armenia,2020-02-18,0,0,0
Armenia,2020-02-17,0,0,0
Armenia,2020-02-16,0,0,0
Armenia,2020-02-15,0,0,0
Armenia,2020-02-14,0,0,0
Armenia,2020-02-13,0,0,0
Armenia,2020-02-12,0,0,0
Armenia,2020-02-11,0,0,0
Armenia,2020-02-10,0,0,0
Armenia,2020-02-09,0,0,0
Armenia,2020-02-08,0,0,0
Armenia,2020-02-07,0,0,0
Armenia,2020-02-06,0,0,0
Armenia,2020-02-05,0,0,0
Armenia,2020-02-04,0,0,0
Armenia,2020-02-03,0,0,0
Armenia,2020-02-02,0,0,0
Armenia,2020-02-01,0,0,0
Armenia,2020-01-31,0,0,0
Armenia,2020-01-30,0,0,0
Armenia,2020-01-29,0,0,0
Armenia,2020-01-28,0,0,0
Armenia,2020-01-27,0,0,0
Armenia,2020-01-26,0,0,0
Armenia,2020-01-25,0,0,0
Armenia,2020-01-24,0,0,0
Armenia,2020-01-23,0,0,0
Armenia,2020-01-22,0,0,0
Australia,2020-03-23,1314,7,88
Australia,2020-03-22,1314,7,88
Australia,2020-03-21,1071,7,26
Australia,2020-03-20,791,7,26
Australia,2020-03-19,681,6,26
Australia,2020-03-18,568,6,23
Australia,2020-03-17,452,5,23
Australia,2020-03-16,377,3,23
Australia,2020-03-15,297,3,23
Australia,2020-03-14,250,3,23
Australia,2020-03-13,200,3,23
Australia,2020-03-12,128,3,21
Australia,2020-03-11,128,3,21
Australia,2020-03-10,107,3,21
Australia,2020-03-09,91,3,21
Australia,2020-03-08,76,3,21
Australia,2020-03-07,63,2,21
Australia,2020-03-06,60,2,21
Australia,2020-03-05,55,2,21
Australia,2020-03-04,52,2,11
Australia,2020-03-03,39,1,11
Australia,2020-03-02,30,1,11
Australia,2020-03-01,27,1,11
Australia,2020-02-29,25,0,11
Australia,2020-02-28,23,0,11
Australia,2020-02-27,23,0,11
Australia,2020-02-26,22,0,11
Australia,2020-02-25,22,0,11
Australia,2020-02-24,22,0,11
Australia,2020-02-23,22,0,11
Australia,2020-02-22,22,0,11
Australia,2020-02-21,19,0,11
Australia,2020-02-20,15,0,10
Australia,2020-02-19,15,0,10
Australia,2020-02-18,15,0,10
Australia,2020-02-17,15,0,10
Australia,2020-02-16,15,0,8
Australia,2020-02-15,15,0,8
Australia,2020-02-14,15,0,8
Australia,2020-02-13,15,0,8
Australia,2020-02-12,15,0,2
Australia,2020-02-11,15,0,2
Australia,2020-02-10,15,0,2
Australia,2020-02-09,15,0,2
Australia,2020-02-08,15,0,2
Australia,2020-02-07,15,0,2
Australia,2020-02-06,14,0,2
Australia,2020-02-05,13,0,2
Australia,2020-02-04,13,0,2
Australia,2020-02-03,12,0,2
Australia,2020-02-02,12,0,2
Australia,2020-02-01,12,0,2
Australia,2020-01-31,9,0,2
Australia,2020-01-30,9,0,2
Australia,2020-01-29,6,0,0
Australia,2020-01-28,5,0,0
Australia,2020-01-27,5,0,0
Australia,2020-01-26,4,0,0
Australia,2020-01-25,0,0,0
Australia,2020-01-24,0,0,0
Australia,2020-01-23,0,0,0
Australia,2020-01-22,0,0,0
Austria,2020-03-23,3244,16,9
Austria,2020-03-22,3244,16,9
Austria,2020-03-21,2814,8,9
Austria,2020-03-20,2388,6,9
Austria,2020-03-19,2013,6,9
Austria,2020-03-18,1646,4,9
Austria,2020-03-17,1332,3,1
Austria,2020-03-16,1018,3,6
Austria,2020-03-15,860,1,6
Austria,2020-03-14,655,1,6
Austria,2020-03-13,504,1,6
Austria,2020-03-12,302,1,4
Austria,2020-03-11,246,0,4
Austria,2020-03-10,182,0,4
Austria,2020-03-09,131,0,2
Austria,2020-03-08,104,0,0
Austria,2020-03-07,79,0,0
Austria,2020-03-06,55,0,0
Austria,2020-03-05,41,0,0
Austria,2020-03-04,29,0,0
Austria,2020-03-03,21,0,0
Austria,2020-03-02,18,0,0
Austria,2020-03-01,14,0,0
Austria,2020-02-29,9,0,0
Austria,2020-02-28,3,0,0
Austria,2020-02-27,3,0,0
Austria,2020-02-26,2,0,0
Austria,2020-02-25,2,0,0
Austria,2020-02-24,0,0,0
Austria,2020-02-23,0,0,0
Austria,2020-02-22,0,0,0
Austria,2020-02-21,0,0,0
Austria,2020-02-20,0,0,0
Austria,2020-02-19,0,0,0
Austria,2020-02-18,0,0,0
Austria,2020-02-17,0,0,0
Austria,2020-02-16,0,0,0
Austria,2020-02-15,0,0,0
Austria,2020-02-14,0,0,0
Austria,2020-02-13,0,0,0
Austria,2020-02-12,0,0,0
Austria,2020-02-11,0,0,0
Austria,2020-02-10,0,0,0
Austria,2020-02-09,0,0,0
Austria,2020-02-08,0,0,0
Austria,2020-02-07,0,0,0
Austria,2020-02-06,0,0,0
Austria,2020-02-05,0,0,0
Austria,2020-02-04,0,0,0
Austria,2020-02-03,0,0,0
Austria,2020-02-02,0,0,0
Austria,2020-02-01,0,0,0
Austria,2020-01-31,0,0,0
Austria,2020-01-30,0,0,0
Austria,2020-01-29,0,0,0
Austria,2020-01-28,0,0,0
Austria,2020-01-27,0,0,0
Austria,2020-01-26,0,0,0
Austria,2020-01-25,0,0,0
Austria,2020-01-24,0,0,0
Austria,2020-01-23,0,0,0
Austria,2020-01-22,0,0,0
Azerbaijan,2020-03-23,65,1,10
Azerbaijan,2020-03-22,65,1,10
Azerbaijan,2020-03-21,53,1,11
Azerbaijan,2020-03-20,44,1,6
Azerbaijan,2020-03-19,44,1,6
Azerbaijan,2020-03-18,28,1,6
Azerbaijan,2020-03-17,28,1,6
Azerbaijan,2020-03-16,15,1,6
Azerbaijan,2020-03-15,23,1,6
Azerbaijan,2020-03-14,15,1,3
Azerbaijan,2020-03-13,15,1,3
Azerbaijan,2020-03-12,11,0,3
Azerbaijan,2020-03-11,11,0,3
Azerbaijan,2020-03-10,11,0,0
Azerbaijan,2020-03-09,9,0,0
Azerbaijan,2020-03-08,9,0,0
Azerbaijan,2020-03-07,9,0,0
Azerbaijan,2020-03-06,6,0,0
Azerbaijan,2020-03-05,6,0,0
Azerbaijan,2020-03-04,3,0,0
Azerbaijan,2020-03-03,3,0,0
Azerbaijan,2020-03-02,3,0,0
Azerbaijan,2020-03-01,3,0,0
Azerbaijan,2020-02-29,0,0,0
Azerbaijan,2020-02-28,0,0,0
Azerbaijan,2020-02-27,0,0,0
Azerbaijan,2020-02-26,0,0,0
Azerbaijan,2020-02-25,0,0,0
Azerbaijan,2020-02-24,0,0,0
Azerbaijan,2020-02-23,0,0,0
Azerbaijan,2020-02-22,0,0,0
Azerbaijan,2020-02-21,0,0,0
Azerbaijan,2020-02-20,0,0,0
Azerbaijan,2020-02-19,0,0,0
Azerbaijan,2020-02-18,0,0,0
Azerbaijan,2020-02-17,0,0,0
Azerbaijan,2020-02-16,0,0,0
Azerbaijan,2020-02-15,0,0,0
Azerbaijan,2020-02-14,0,0,0
Azerbaijan,2020-02-13,0,0,0
Azerbaijan,2020-02-12,0,0,0
Azerbaijan,2020-02-11,0,0,0
Azerbaijan,2020-02-10,0,0,0
Azerbaijan,2020-02-09,0,0,0
Azerbaijan,2020-02-08,0,0,0
Azerbaijan,2020-02-07,0,0,0
Azerbaijan,2020-02-06,0,0,0
Azerbaijan,2020-02-05,0,0,0
Azerbaijan,2020-02-04,0,0,0
Azerbaijan,2020-02-03,0,0,0
Azerbaijan,2020-02-02,0,0,0
Azerbaijan,2020-02-01,0,0,0
Azerbaijan,2020-01-31,0,0,0
Azerbaijan,2020-01-30,0,0,0
Azerbaijan,2020-01-29,0,0,0
Azerbaijan,2020-01-28,0,0,0
Azerbaijan,2020-01-27,0,0,0
Azerbaijan,2020-01-26,0,0,0
Azerbaijan,2020-01-25,0,0,0
Azerbaijan,2020-01-24,0,0,0
Azerbaijan,2020-01-23,0,0,0
Azerbaijan,2020-01-22,0,0,0
"Bahamas, The",2020-03-23,4,0,0
"Bahamas, The",2020-03-22,4,0,0
"Bahamas, The",2020-03-21,4,0,0
"Bahamas, The",2020-03-20,3,0,0
"Bahamas, The",2020-03-19,3,0,0
"Bahamas, The",2020-03-18,1,0,0
"Bahamas, The",2020-03-17,1,0,0
"Bahamas, The",2020-03-16,1,0,0
"Bahamas, The",2020-03-15,0,0,0
"Bahamas, The",2020-03-14,0,0,0
"Bahamas, The",2020-03-13,0,0,0
"Bahamas, The",2020-03-12,0,0,0
"Bahamas, The",2020-03-11,0,0,0
"Bahamas, The",2020-03-10,0,0,0
"Bahamas, The",2020-03-09,0,0,0
"Bahamas, The",2020-03-08,0,0,0
"Bahamas, The",2020-03-07,0,0,0
"Bahamas, The",2020-03-06,0,0,0
"Bahamas, The",2020-03-05,0,0,0
"Bahamas, The",2020-03-04,0,0,0
"Bahamas, The",2020-03-03,0,0,0
"Bahamas, The",2020-03-02,0,0,0
"Bahamas, The",2020-03-01,0,0,0
"Bahamas, The",2020-02-29,0,0,0
"Bahamas, The",2020-02-28,0,0,0
"Bahamas, The",2020-02-27,0,0,0
"Bahamas, The",2020-02-26,0,0,0
"Bahamas, The",2020-02-25,0,0,0
"Bahamas, The",2020-02-24,0,0,0
"Bahamas, The",2020-02-23,0,0,0
"Bahamas, The",2020-02-22,0,0,0
"Bahamas, The",2020-02-21,0,0,0
"Bahamas, The",2020-02-20,0,0,0
"Bahamas, The",2020-02-19,0,0,0
"Bahamas, The",2020-02-18,0,0,0
"Bahamas, The",2020-02-17,0,0,0
"Bahamas, The",2020-02-16,0,0,0
"Bahamas, The",2020-02-15,0,0,0
"Bahamas, The",2020-02-14,0,0,0
"Bahamas, The",2020-02-13,0,0,0
"Bahamas, The",2020-02-12,0,0,0
"Bahamas, The",2020-02-11,0,0,0
"Bahamas, The",2020-02-10,0,0,0
"Bahamas, The",2020-02-09,0,0,0
"Bahamas, The",2020-02-08,0,0,0
"Bahamas, The",2020-02-07,0,0,0
"Bahamas, The",2020-02-06,0,0,0
"Bahamas, The",2020-02-05,0,0,0
"Bahamas, The",2020-02-04,0,0,0
"Bahamas, The",2020-02-03,0,0,0
"Bahamas, The",2020-02-02,0,0,0
"Bahamas, The",2020-02-01,0,0,0
"Bahamas, The",2020-01-31,0,0,0
"Bahamas, The",2020-01-30,0,0,0
"Bahamas, The",2020-01-29,0,0,0
"Bahamas, The",2020-01-28,0,0,0
